name,source,lat,lon,address,deal,timing,image_url,image_source,local_image,website,wikidata,wikipedia,category
Anandha Bhavan,OSM,13.0599313,80.2744396,"Anandha Bhavan, Triplicane High Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\anandha_bhavan_458.jpg,,,,restaurant
Peaches,OSM,12.9896442,80.2190916,"Peaches, Velachery Bypass Road, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\peaches_459.jpg,,,,restaurant
Layalee,OSM,13.0241427,80.2071558,"Layalee, Inner Ring Road, CMWSSB Division 170, Ward 170, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600032, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\layalee_460.jpg,,,,restaurant
Asiffe Biriyani,OSM,12.9606284,80.2557555,"Asiffe Biriyani, East Coast Road, CMWSSB Division 185, Ward 185, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600096, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\asiffe_biriyani_461.jpg,,,,restaurant
CSIR Canteen,OSM,12.9872937,80.2451081,"CSIR Canteen, Taramani Road, CMWSSB Division 180, Ward 180, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600113, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\csir_canteen_462.jpg,,,,restaurant
Chettinad Saiva Bhavan,OSM,13.0448065,80.261122,"Music Academy Flyover, CMWSSB Division 119, Ward 119, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chettinad_saiva_bhavan_463.jpg,,,,restaurant
Fishing With Chef Jonas,OSM,12.9590017,80.2560534,"Fishing With Chef Jonas, Maatha Koil Street, CMWSSB Division 185, Ward 185, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\fishing_with_chef_jonas_464.jpg,,,,restaurant
Hotel Raaj Bhavan,OSM,13.0642058,80.2433062,"Hotel Raaj Bhavan, Mayor Shivashanmugam Street, CMWSSB Division 110, Ward 110, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_raaj_bhavan_465.jpg,,,,restaurant
Annapoorna Veg Hotel,OSM,12.9858574,80.2608374,"Annapoorna Veg Hotel, West Mada Street, CMWSSB Division 182, Ward 182, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\annapoorna_veg_hotel_466.jpg,,,,restaurant
friends snacks,OSM,12.9845367,80.2616504,"friends snacks, Sannadi Street, CMWSSB Division 182, Ward 182, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\friends_snacks_467.jpg,,,,restaurant
Hotel Anandha,OSM,12.9664563,80.1884964,"Hotel Anandha, 5, Mount - Medavakkam Road, Park Square colony, Keelkattalai, Alandur, Chennai, Tamil Nadu, 600091, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_anandha_468.jpg,,,,restaurant
Mascarpone Cafe,OSM,12.8734098,80.2435267,"Mascarpone Cafe, V.G.P 1st Main Road, CMWSSB Division 199, Ward 199, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mascarpone_cafe_469.jpg,,,,cafe
Sri Sai Bhavan,OSM,12.9741954,80.1922623,"Sri Sai Bhavan, Mount - Medavakkam Road, CMWSSB Division 168, Ward 168, Zone 14 Perungudi, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600061, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_sai_bhavan_470.jpg,,,,restaurant
Nakshatra Pure Veg,OSM,12.9646711,80.2120968,"Nakshatra Pure Veg, Bazaar Main Road, CMWSSB Division 169, Ward 169, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 601100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nakshatra_pure_veg_471.jpg,,,,restaurant
Neo Rangavilas Vegetarian Restaurant,OSM,13.0887414,80.287213,"Neo Rangavilas Vegetarian Restaurant, Netaji Subhash Chandra Bose Road, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\neo_rangavilas_vegetarian_rest_472.jpg,,,,restaurant
Quark Canteen,OSM,12.9854405,80.2364886,"Hostel Avenue, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600036, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\quark_canteen_473.jpg,,,,restaurant
New Ramakrishna Lunch Home,OSM,13.0886843,80.2860984,"New Ramakrishna Lunch Home, Francis Joseph Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\new_ramakrishna_lunch_home_474.jpg,,,,restaurant
Hotel Zum Zum,OSM,13.0939272,80.2912331,"Hotel Zum Zum, Beach Road, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_zum_zum_475.jpg,,,,restaurant
Hotel National,OSM,13.0933904,80.2910534,"Hotel National, Post Office Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_national_476.jpg,,,,restaurant
"Tamil Nadu Police Canteen, Pudupet",OSM,,,,Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tamil_nadu_police_canteen__pud_477.jpg,,,,restaurant
Hotel Bright,OSM,13.0975011,80.2931869,"Hotel Bright, Ayyaswamy 2nd Lane, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_bright_478.jpg,,,,restaurant
Annalakshmi,OSM,13.0710833,80.2520354,"Annalakshmi, Venugopal Avenue, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\annalakshmi_479.jpg,,,,restaurant
Hotel Shree Venkateshwara,OSM,13.084656,80.2760985,"Hotel Shree Venkateshwara, Wall Tax Road, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_shree_venkateshwara_480.jpg,,,,restaurant
New Prakash Bhavan Pure Vegetarian,OSM,13.0889246,80.2808699,"New Prakash Bhavan Pure Vegetarian, Netaji Subhash Chandra Bose Road, CMWSSB Division 59, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\new_prakash_bhavan_pure_vegeta_481.jpg,,,,restaurant
MNM Jain canteen- women,OSM,12.94601,80.2465475,"MNM Jain canteen- women, Subramanya Nagar Street Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\mnm_jain_canteen__women_482.jpg,,,,restaurant
MNM Jain -Jain canteen,OSM,12.9459829,80.2463809,"MNM Jain -Jain canteen, Subramanya Nagar Street Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\mnm_jain__jain_canteen_483.jpg,,,,restaurant
MNM jain canteen,OSM,12.9461938,80.2464586,"MNM jain canteen, Subramanya Nagar Street Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mnm_jain_canteen_484.jpg,,,,restaurant
MNM Jain - canteen,OSM,12.9461938,80.2464586,"MNM jain canteen, Subramanya Nagar Street Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mnm_jain___canteen_485.jpg,,,,restaurant
Bharani Bhavan,OSM,13.0706274,80.2315793,"Bharani Bhavan, Vaidyanathan Street, CMWSSB Division 107, Ward 107, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600030, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bharani_bhavan_486.jpg,,,,restaurant
mummy daddy andhra mess,OSM,12.984207,80.2389498,"mummy daddy andhra mess, Pillaiyar Koil Street, CMWSSB Division 180, Ward 180, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600113, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mummy_daddy_andhra_mess_487.jpg,,,,restaurant
